VD_hat,VF_hat,VP_hat,CFP_hat,V_adj_hat,SE_adj_hat,design_id,n_stage1_per_form,n_stage2_per_order,total_response_burden,total_participants,repeated_measurement_participants,scenario_id,phase,true_change_logit,R,valid_n
0.0275719620965154,7.656937995890706e-05,9.208973375673497e-05,4.81117108374887e-07,0.027740312652663617,0.16622754333173612,GBM01-N1-150-N2-150,150,150,16200,600,300,S07,screen,0.0,3000,2972
0.03279117483621264,8.906225138070198e-05,0.00010901516198673838,3.169175024145547e-07,0.03298971775538977,0.18128088341951024,GBM01-N1-150-N2-150,150,150,16200,600,300,S08,screen,0.0,3000,2972
0.025969964352256833,7.237292703023653e-05,8.641268853455532e-05,-7.247789027711485e-07,0.026129006457629122,0.16134211864882655,GBM01-N1-150-N2-150,150,150,16200,600,300,S09,screen,0.0,3000,2866
0.0232331129827481,9.113780280589639e-05,0.00015471458884504802,2.117591042838133e-07,0.023479192450417397,0.15267616551772176,GBM01-N1-300-N2-075,300,75,16200,750,150,S01,screen,0.0,3000,2969
0.022749373074785913,9.019451617822324e-05,0.00015190038602701432,3.224562708734155e-07,0.022991189773483092,0.15106964969291042,GBM01-N1-300-N2-075,300,75,16200,750,150,S02,screen,0.0,3000,2974
0.014926800820098287,5.484941943411372e-05,9.958094411629992e-05,2.385530067087884e-07,0.015081150090672178,0.12226908418749059,GBM01-N1-300-N2-075,300,75,16200,750,150,S04,screen,0.0,3000,2974
0.026608986525354504,0.00010715568724151039,0.0001773504002309757,-4.035809133821426e-08,0.02689352042052412,0.16343134138710094,GBM01-N1-300-N2-075,300,75,16200,750,150,S03,screen,0.0,3000,2976
0.022054228206290733,8.653286861081758e-05,0.00014673503552045506,7.162810264083415e-07,0.022287843231930032,0.14874186317557175,GBM01-N1-300-N2-075,300,75,16200,750,150,S05,screen,0.0,3000,2971
0.027636591899791268,0.0001019437774486738,0.00018464122997001028,2.0373806344282923e-07,0.027922736468196686,0.16647012586918122,GBM01-N1-300-N2-075,300,75,16200,750,150,S06,screen,0.0,3000,2961
0.027484861113543632,0.00010155575586955835,0.00018348405980378465,2.919737341102297e-07,0.027769557174185115,0.16596651942021537,GBM01-N1-300-N2-075,300,75,16200,750,150,S07,screen,0.0,3000,2972
0.03271723307119542,0.0001154888929647806,0.00021947191495657784,4.890939370255585e-07,0.03305072256934188,0.18108648429405888,GBM01-N1-300-N2-075,300,75,16200,750,150,S08,screen,0.0,3000,2957
0.02579011144649945,9.741533132368483e-05,0.00017265019869337165,-1.2780299820670437e-06,0.026059380382307085,0.16083268844409318,GBM01-N1-300-N2-075,300,75,16200,750,150,S09,screen,0.0,3000,2843
0.0231985016853956,0.00012228440191462637,0.00046489380688296953,2.8452642152329347e-07,0.023785377315066986,0.1525895065388476,GBM01-N1-400-N2-025,400,25,16200,850,50,S01,screen,0.0,3000,2963
0.022932182013436223,0.00012168578796175547,0.0004567362203741166,-5.215388034429579e-07,0.02351156367884924,0.15158109103375583,GBM01-N1-400-N2-025,400,25,16200,850,50,S02,screen,0.0,3000,2966
0.026601492740119578,0.00014682990979518614,0.0005334146534225151,4.757844653991891e-08,0.027281209621357123,0.16352045826687187,GBM01-N1-400-N2-025,400,25,16200,850,50,S03,screen,0.0,3000,2968
0.014844449030816246,6.989418614135211e-05,0.00029679051260348864,-1.7428042717314368e-07,0.015211238671231139,0.12177606668811577,GBM01-N1-400-N2-025,400,25,16200,850,50,S04,screen,0.0,3000,2961
0.021954923094195576,0.00011627044359727238,0.00044132250678132195,7.212477590303662e-07,0.022511442496973892,0.1483874931937015,GBM01-N1-400-N2-025,400,25,16200,850,50,S05,screen,0.0,3000,2969
0.027683783371154548,0.00013034498555745467,0.0005551165171167044,-2.3561891396812688e-07,0.028368777419051385,0.16654737431201003,GBM01-N1-400-N2-025,400,25,16200,850,50,S06,screen,0.0,3000,2965
0.027252401010252062,0.0001301081743056177,0.000551084989393461,1.2799288228835477e-06,0.027930898473165076,0.16518031540667277,GBM01-N1-400-N2-025,400,25,16200,850,50,S07,screen,0.0,3000,2972
0.03317266527279968,0.0001428825805487661,0.0006588070821717775,1.8800770736995302e-06,0.0339764954918351,0.1822191898851173,GBM01-N1-400-N2-025,400,25,16200,850,50,S08,screen,0.0,3000,2976
0.025685501188603764,0.0001263257515332514,0.000517959515652942,-1.4873644011958523e-06,0.02632765537442032,0.1603389940738289,GBM01-N1-400-N2-025,400,25,16200,850,50,S09,screen,0.0,3000,2865
0.023325482947190182,5.470413564114626e-05,5.8311882951622404e-05,-4.360355653596639e-08,0.023438503382456812,0.1528954332679141,GBM01-N1-075-N2-200,75,200,17100,550,400,S01,screen,0.0,3000,2966
0.022747360016425855,5.3393172143835795e-05,5.683105225252154e-05,-1.1117283694062478e-08,0.022857652600789306,0.15097521703311814,GBM01-N1-075-N2-200,75,200,17100,550,400,S02,screen,0.0,3000,2978
0.026416372989744807,6.244804860895454e-05,6.62963839999693e-05,-7.719206581746749e-08,0.02654463576081669,0.16270661051901553,GBM01-N1-075-N2-200,75,200,17100,550,400,S03,screen,0.0,3000,2959
0.014914125238386505,3.466117494767056e-05,3.73489169249487e-05,-5.829427518017616e-08,0.014986018905811872,0.12221837680667196,GBM01-N1-075-N2-200,75,200,17100,550,400,S04,screen,0.0,3000,2974
0.02202597051994835,5.1718813975189614e-05,5.512701882425028e-05,2.3690954435495046e-07,0.02213269907003699,0.14856172764137457,GBM01-N1-075-N2-200,75,200,17100,550,400,S05,screen,0.0,3000,2969
0.027637606974427055,6.419643921304298e-05,6.909564852042154e-05,3.7313396724152265e-07,0.027770896514081912,0.16642385278157215,GBM01-N1-075-N2-200,75,200,17100,550,400,S06,screen,0.0,3000,2963
0.027664314403255997,6.421340253584288e-05,6.911314511625221e-05,2.7345423727331685e-07,0.027797729200589212,0.1664906775849403,GBM01-N1-075-N2-200,75,200,17100,550,400,S07,screen,0.0,3000,2972
0.032649764075814075,7.538645750867969e-05,8.175848723655271e-05,2.3289803082202073e-07,0.03280666014068931,0.18085917466541218,GBM01-N1-075-N2-200,75,200,17100,550,400,S08,screen,0.0,3000,2970
0.025859214812362863,6.0366389584925014e-05,6.475287838042928e-05,-7.278897184281587e-07,0.025984138378809613,0.16095439393128494,GBM01-N1-075-N2-200,75,200,17100,550,400,S09,screen,0.0,3000,2935
0.023209893335917806,0.00010568608104240127,0.00029020103726824326,1.1312188640591381e-07,0.02360561863353389,0.15256554897657826,GBM01-N1-400-N2-040,400,40,17280,880,80,S01,screen,0.0,3000,2969
0.022698701976695376,0.00010482990130186116,0.0002838396845092855,1.8516301901010303e-07,0.02308740176152471,0.15094120572872055,GBM01-N1-400-N2-040,400,40,17280,880,80,S02,screen,0.0,3000,2963
0.02647004913786147,0.0001259265733120981,0.0003320201637221513,-5.948318134657509e-07,0.026927164853594365,0.16303977526243665,GBM01-N1-400-N2-040,400,40,17280,880,80,S03,screen,0.0,3000,2958
0.014891477193966064,6.150715237517378e-05,0.00018736019992085572,-1.9642415574710473e-07,0.015139591928301652,0.12203974164520216,GBM01-N1-400-N2-040,400,40,17280,880,80,S04,screen,0.0,3000,2971
